variant,step,train_total,train_ce,train_meta,train_aware,valid_ppl,elapsed_sec,params
metacog,50,6.456441879272461,6.4564409255981445,3.877916242345236e-05,8.573784725740552e-05,530.6244638442497,45.21460175514221,17020086
metacog,100,4.505777359008789,4.505776405334473,3.0726434488315135e-05,6.927725189598277e-05,74.01159354359937,89.60765957832336,17020086
metacog,150,3.937105655670166,3.9371023178100586,3.1681909604230896e-05,0.0006043737521395087,43.80375146489732,134.27497577667236,17020086
metacog,200,3.3219964504241943,3.3219945430755615,4.0840383007889614e-05,0.0003087352670263499,31.538055087331443,179.89864921569824,17020086
metacog,250,2.9741547107696533,2.974151372909546,5.3185507567832246e-05,0.000577442639041692,16.78311620436602,225.12941074371338,17020086
metacog,300,2.5122907161712646,2.5122876167297363,7.404291682178155e-05,0.00048617584980092943,9.958747666657782,270.38009572029114,17020086
