variant,step,train_ce,valid_ppl,elapsed,params,alpha,beta,gamma,delta
metacog_meta_only,50,6.3977580070495605,525.2133767549883,32.16941738128662,17020086,0.01,0.0,0.0,0.0
metacog_meta_only,100,4.246986389160156,71.64779664373077,67.27975845336914,17020086,0.01,0.0,0.0,0.0
metacog_meta_only,150,3.8619704246520996,39.64640655127056,102.30719089508057,17020086,0.01,0.0,0.0,0.0
metacog_meta_only,200,3.012192726135254,21.230706269073757,137.3421459197998,17020086,0.01,0.0,0.0,0.0
metacog_meta_only,250,2.6030080318450928,11.72087222738448,172.29697346687317,17020086,0.01,0.0,0.0,0.0
metacog_meta_only,300,2.2341973781585693,8.8656464652774,207.3268940448761,17020086,0.01,0.0,0.0,0.0
